,Id,Code,Name,was,subsequent,Class,Standard Concept Caption,RC,DRC,PC,DPC,Valid Start Date,Valid End Date,Domain,Vocabulary
,3182778,233846000,Defect of ventricular septum following myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2002,12/31/2099,Condition,Nebraska Lexicon
,45881639,LA12731-8,Definite fatal myocardial infaction (MI) (no known non-artherosclerotic cause and definite myocardial infarction within 4 weeks of death),1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,37311078,827164008,Delayed postmyocardial infarction pericarditis,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2020,12/31/2099,Condition,SNOMED
,40761346,58245-2,Deprecated PhenX measure - myocardial infarction,1,,Clinical Observation,Non-Standard,timeout,timeout,timeout,timeout,05/07/2015,05/08/2015,Measurement,LOINC
,4197719,315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1,,Procedure,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Procedure,SNOMED
,3273225,315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1,,Procedure,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Procedure,Nebraska Lexicon
,3118746,182761001,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1,,Procedure,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2017,Procedure,Nebraska Lexicon
,40378867,182761001,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1,,Procedure,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Procedure,SNOMED
,45496075,889A.00,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Procedure,Read
,37311079,827163002,Early postmyocardial infarction pericarditis,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2020,12/31/2099,Condition,SNOMED
,3094111,142025003,ECG: myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Condition,Nebraska Lexicon
,40297745,142025003,ECG: myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,45495161,323..00,ECG: myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,45465221,3231,ECG: no myocardial infarction,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,40297746,142026002,ECG: no myocardial infarction,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3094112,142026002,ECG: no myocardial infarction,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Condition,Nebraska Lexicon
,4065281,164866006,ECG: no myocardial infarction,,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,45478639,3232,ECG: old myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,40297747,142027006,ECG: old myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3094113,142027006,ECG: old myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Condition,Nebraska Lexicon
,4064609,164865005,EKG: myocardial infarction,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,4064348,164867002,EKG: old myocardial infarction,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,3392647,164866006,Electrocardiogram: no myocardial infarction,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,3555079,297401000000100,Electrocardiogram shows anterior myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,10/01/2007,04/01/2008,Observation,SNOMED
,3555082,297461000000101,Electrocardiogram shows inferior myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,10/01/2007,04/01/2008,Observation,SNOMED
,3567269,297411000000103,Electrocardiogram shows posterior myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,10/01/2007,04/01/2008,Observation,SNOMED
,3362733,164865005,Electrocardiographic myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,3403784,164867002,Electrocardiographic old myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,40761439,58338-5,Ever told by doctor that you had a myocardial infarction or heart attack,,,Clinical Observation,Standard,timeout,timeout,timeout,timeout,01/06/2010,12/31/2099,Observation,LOINC
,1034921,LP98964-7,Ever told by doctor that you had a myocardial infarction or heart attack,,,LOINC Component,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,LOINC
,44803654,715971000000103,Excepted from myocardial infarction quality indicators - informed dissent,,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,10/01/2010,12/31/2099,Observation,SNOMED
,3557257,526781000000104,Excepted from myocardial infarction quality indicators: informed dissent,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2010,Observation,SNOMED
,3581931,526791000000102,Excepted from myocardial infarction quality indicators: informed dissent,,,Undefined,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,04/01/2010,Observation,SNOMED
,45426350,9hM0.00,Excepted from myocardial infarction quality indicators: informed dissent,,,Read,Non-Standard,timeout,timeout,timeout,timeout,04/01/2014,12/31/2099,Observation,Read
,44803655,715981000000101,Excepted from myocardial infarction quality indicators - patient unsuitable,,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,10/01/2010,12/31/2099,Observation,SNOMED
,3557258,526801000000103,Excepted from myocardial infarction quality indicators: patient unsuitable,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2010,Observation,SNOMED
,45452897,9hM1.00,Excepted from myocardial infarction quality indicators: patient unsuitable,,,Read,Non-Standard,timeout,timeout,timeout,timeout,04/01/2014,12/31/2099,Observation,Read
,3581933,526811000000101,Excepted from myocardial infarction quality indicators: patient unsuitable,,,Undefined,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,04/01/2010,Observation,SNOMED
,44803922,717541000000106,Exception reporting - myocardial infarction quality indicators,,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,10/01/2010,12/31/2099,Observation,SNOMED
,3557254,526721000000100,Exception reporting: myocardial infarction quality indicators,,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2010,Observation,SNOMED
,3581928,526731000000103,Exception reporting: myocardial infarction quality indicators,,,Undefined,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,04/01/2010,Observation,SNOMED
,45476476,9hM..00,Exception reporting: myocardial infarction quality indicators,,,Read,Non-Standard,timeout,timeout,timeout,timeout,04/01/2014,12/31/2099,Observation,Read
,3423010,275123009,Family history: Myocardial infarction at greater than 60,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,3175395,275122004,Family history: Myocardial infarction at less than 60,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,3323380,266897007,Family history of myocardial infarction,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2004,12/31/2099,Observation,Nebraska Lexicon
,45531448,F4109N,FAMILY HISTORY OF MYOCARDIAL INFARCTION,,,OXMIS,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,OXMIS
,3218848,315621006,"Family history of myocardial infarction in female relative of first degree, age known",,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,3423283,315622004,"Family history of myocardial infarction in female relative of first degree, age unknown",,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,44802642,515741000000106,Family history of myocardial infarction in first degree relative less than 60 years,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,04/01/2010,12/31/2099,Observation,SNOMED
,3317923,315619001,"Family history of myocardial infarction in male relative of first degree, age known",,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,3247370,315620007,"Family history of myocardial infarction in male relative of first degree, age unknown",,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,44802572,515711000000105,Family history of myocardial infarction in second degree relative less than 50 years,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,04/01/2010,12/31/2099,Observation,SNOMED
,3066138,160358003,FH: Ischaemic heart disease <60 (& [myocardial infarction] or [angina]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3056413,160359006,FH: Ischaemic heart disease >60 (& [myocardial infarction] or [angina]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3090013,137757002,FH: ischaemic heart disease (& [myocardial infarction] or [coronary thrombosis]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3108949,160361002,FH: ischaemic heart disease (& [myocardial infarction] or [coronary thrombosis]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,40328001,160358003,FH: Ischemic heart disease <60 (& [myocardial infarction] or [angina]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,40328002,160359006,FH: Ischemic heart disease >60 (& [myocardial infarction] or [angina]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,40328005,160361002,FH: ischemic heart disease (& [myocardial infarction] or [coronary thrombosis]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,40297994,137757002,FH: ischemic heart disease (& [myocardial infarction] or [coronary thrombosis]),,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,45444833,12C5.00,FH: Myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,4145793,266897007,FH: Myocardial infarction,1,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,45481740,12C2.11,FH: Myocardial infarction < 60,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,45508164,12C3.11,FH: Myocardial infarction > 60,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,4173499,275123009,FH: Myocardial infarction at greater than 60,1,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,4170147,275122004,FH: Myocardial infarction at less than 60,1,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,3108953,160368008,FH myocardial infarction female first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,40298003,137765004,FH myocardial infarction female first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3090020,137765004,FH myocardial infarction female first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,4152388,315621006,FH myocardial infarction female first degree age known,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,40328012,160368008,FH myocardial infarction female first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,45485022,12CC.00,FH myocardial infarction female first degree age known,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,4151770,315622004,FH myocardial infarction female first degree age unknown,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,40328013,160369000,FH myocardial infarction female first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3090021,137766003,FH myocardial infarction female first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,40298004,137766003,FH myocardial infarction female first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,45444835,12CD.00,FH myocardial infarction female first degree age unknown,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,3108954,160369000,FH myocardial infarction female first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,40298000,137762001,FH myocardial infarction male first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,45441521,12CA.00,FH myocardial infarction male first degree age known,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,3108951,160366007,FH myocardial infarction male first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3090018,137762001,FH myocardial infarction male first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,40328010,160366007,FH myocardial infarction male first degree age known,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,4152386,315619001,FH myocardial infarction male first degree age known,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,4152387,315620007,FH myocardial infarction male first degree age unknown,,,Context-dependent,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,40328011,160367003,FH myocardial infarction male first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3090019,137764000,FH myocardial infarction male first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,45491641,12CB.00,FH myocardial infarction male first degree age unknown,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,40298002,137764000,FH myocardial infarction male first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3108952,160367003,FH myocardial infarction male first degree age unknown,,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3156009,393588004,First myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2003,07/31/2017,Condition,Nebraska Lexicon
,3227813,394710008,First myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2003,12/31/2099,Condition,Nebraska Lexicon
,40572007,393588004,First myocardial infarction,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2003,01/31/2003,Condition,SNOMED
,4215259,394710008,First myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2003,12/31/2099,Condition,SNOMED
,45523371,G360.00,Haemopericardium as current complication following acute myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,1413831,I23.000,Haemopericardium as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413830,I23.0,Haemopericardium as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,42488373,I23.0,Haemopericardium as current complication following acute myocardial infarction,1,,KCD7 code,Non-Standard,timeout,timeout,timeout,timeout,07/01/2017,12/31/2099,Condition,KCD7
,45557537,I23.0,Haemopericardium as current complication following acute myocardial infarction,1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,05/01/1990,12/31/2099,Condition,ICD10
,3277150,194862000,Haemopericardium due to and following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2018,12/31/2099,Condition,Nebraska Lexicon
,3316383,1755008,Healed myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2005,12/31/2099,Condition,Nebraska Lexicon
,45496745,G32..11,Healed myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,36310216,LA28843-3,Heart attack (myocardial infarction),1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,35207690,I23.0,Hemopericardium as current complication following acute myocardial infarction,1,,4-char billing code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2007,12/31/2099,Condition,ICD10CM
,4108678,194862000,Hemopericardium due to and following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
,3168066,285721000119104,History of acute ST segment elevation myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2016,12/31/2099,Observation,Nebraska Lexicon
,37395582,285721000119104,History of acute ST segment elevation myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2016,12/31/2099,Observation,SNOMED
,36309015,LA20365-5,History of myocardial infarction,1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,4163874,399211009,History of myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2003,12/31/2099,Observation,SNOMED
,3519352,512751000000100,History of myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,04/01/2010,Observation,SNOMED
,3542466,707421000000103,History of myocardial infarction,1,,Undefined,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,04/01/2010,Observation,SNOMED
,45488425,14AT.00,History of myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,602350,3.87785661000119E+017,History of myocardial infarction due to atherothrombotic coronary artery disease,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2021,12/31/2099,Observation,SNOMED
,604285,7.76219771000119E+017,History of myocardial infarction due to demand ischemia,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2021,12/31/2099,Observation,SNOMED
,3408733,461000119108,History of myocardial infarction in last eight weeks,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2013,12/31/2099,Observation,Nebraska Lexicon
,43530755,461000119108,History of myocardial infarction in last eight weeks,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,07/31/2013,12/31/2099,Observation,SNOMED
,3404662,308065005,History of myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,Nebraska Lexicon
,3348765,698593009,History of non-ST segment elevation myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2014,12/31/2099,Observation,Nebraska Lexicon
,44784441,698593009,History of non-ST segment elevation myocardial infarction,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2014,12/31/2099,Observation,SNOMED
,45518324,14AH.00,H/O: Myocardial infarction in last year,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,Read
,4147400,308065005,H/O: Myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,40302100,138785002,H/O: Myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,40332756,161516005,H/O: Myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2002,Observation,SNOMED
,3090976,138785002,H/O: Myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3109458,161516005,H/O: Myocardial infarction in last year,1,,Context-dependent,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,07/31/2008,Observation,Nebraska Lexicon
,3316967,710031008,Inducible ischaemia manifest on stress test post myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Condition,Nebraska Lexicon
,46273814,710031008,Inducible ischemia manifest on stress test post myocardial infarction,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,07/31/2015,12/31/2099,Observation,SNOMED
,45436735,G308.00,Inferior myocardial infarction NOS,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,3124317,194804002,Inferior myocardial infarction NOS,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/30/2002,01/31/2002,Condition,Nebraska Lexicon
,4110954,194804002,Inferior myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2010,Condition,SNOMED
,3535325,603911000000102,Inferior myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2012,Condition,SNOMED
,4247796,7326005,Inferior myocardial infarction on electrocardiogram,1,,Clinical Finding,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Observation,SNOMED
,3263105,7326005,Inferior myocardial infarction on electrocardiogram,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,Nebraska Lexicon
,45612407,D056989,Inferior Wall Myocardial Infarction,1,,Main Heading,Non-Standard,timeout,timeout,timeout,timeout,10/07/2013,12/31/2099,Condition,MeSH
,40225388,N0000181131,Inferior Wall Myocardial Infarction,1,,Ind / CI,Non-Standard,timeout,timeout,timeout,timeout,09/05/2010,12/31/2099,Drug,NDFRT
,45433415,G305.00,Lateral myocardial infarction NOS,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,3124315,194801005,Lateral myocardial infarction NOS,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/30/2002,01/31/2002,Condition,Nebraska Lexicon
,4110953,194801005,Lateral myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,01/31/2002,01/31/2010,Condition,SNOMED
,3535324,603901000000104,Lateral myocardial infarction NOS,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,04/01/2010,10/01/2012,Condition,SNOMED
,1413794,I21.105,Lower sidewall acute myocardial infarction (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,1413807,I21.212,Lower sidewall acute myocardial infarction posterior wall (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,45884824,LA17561-4,Medical-ST-elevation myocardial infarction (STEMI),1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,45433413,G30..15,MI - acute myocardial infarction,1,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,45520056,G311011,MI - myocardial infarction aborted,,,Read,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Condition,Read
,606159,1142308000,Mitral valve regurgitation due to acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2021,12/31/2099,Condition,SNOMED
,45766214,703328007,Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,SNOMED
,3218271,703328007,Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,Nebraska Lexicon
,45771327,703330009,Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture,1,,Disorder,Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,SNOMED
,3350811,703330009,Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,Nebraska Lexicon
,45766212,703326006,Mitral valve regurgitation due to and following acute myocardial infarction,1,,Disorder,Non-Standard,timeout,timeout,timeout,timeout,07/31/2014,07/31/2021,Condition,SNOMED
,3422500,703326006,Mitral valve regurgitation due to and following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,07/31/2014,12/31/2099,Condition,Nebraska Lexicon
,1034874,LP98917-5,"Mother, father, full-blooded sisters, full-blooded brothers, daughters, or sons ever have a heart attack or myocardial infarction",,,LOINC Component,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,LOINC
,40761392,58291-6,"Mother, father, full-blooded sisters, full-blooded brothers, daughters, or sons ever have a heart attack or myocardial infarction",,,Clinical Observation,Standard,timeout,timeout,timeout,timeout,01/06/2010,12/31/2099,Observation,LOINC
,1413819,I21.902,Multi-walled acute myocardial infarction (machine translation),1,,ICD10 code,Non-Standard,timeout,timeout,timeout,timeout,01/01/2016,12/31/2099,Condition,ICD10CN
,36712985,1.59609810001191E+016,Mural thrombus of left ventricle following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2017,12/31/2099,Condition,SNOMED
,3386575,1.59609810001191E+016,Mural thrombus of left ventricle following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2017,12/31/2099,Condition,Nebraska Lexicon
,3169438,736978009,Mural thrombus of right ventricle following acute myocardial infarction,1,,Clinical Finding,Non-Standard,timeout,timeout,timeout,timeout,01/31/2018,12/31/2099,Condition,Nebraska Lexicon
,42537536,736978009,Mural thrombus of right ventricle following acute myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2018,12/31/2099,Condition,SNOMED
,1034841,LP98884-7,Myocardial infarction,1,,LOINC Component,Non-Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Observation,LOINC
,45881971,LA14274-7,Myocardial infarction,1,,Answer,Standard,timeout,timeout,timeout,timeout,01/01/1970,12/31/2099,Meas Value,LOINC
,4329847,22298006,Myocardial infarction,1,,Disorder,Standard,timeout,timeout,timeout,timeout,01/31/2002,12/31/2099,Condition,SNOMED
